term1,term2,count
受灾人数(number of victims),伤亡人数(number of casualties),0
泥石浿(debris flow),灾情(disaster situation),102
汛情(flood situation),受灾物资(supplies),0
洪涝(flood),救灾(disaster relief),192
警告(caveat),救援(rescue),17
灾难(disaster),受灾物资(supplies),0
受灾(affected),特大暴雨(heavy rain),92
预警(warning),水灾(flood),23
破坏(damage),山洪(flash flood),27
受灾(affected),死亡人数(number of death),80
物资分配(material distribution),连续暴雨(continued heavy rain),0
水位暴涨(Water level skyrocketed),死亡(death),5
连日大雨(rainy day),汛期(flood season),2
洪灾(flood),连日大雨(rainy day),2
物资分配(material distribution),灾情(disaster situation),0
受灾物资(supplies),强降雿(heavy rain),0
物资分配(material distribution),伤亡(casualties),0
内涝(waterlogging),救灾(disaster relief),15
灾害(disaster),灾难(disaster),102
伤亡(casualties),伤亡(casualties),0
相当(quite),洪涝(flood),33
相当(quite),强降雿(heavy rain),19
持续大雨(continued rain),水灾(flood),2
降雨持续(continued rain),伤亡(casualties),0
连续暴雨(continued heavy rain),内涝(waterlogging),4
受灾人数(number of victims),意外事故(accident),0
灾情(disaster situation),受灾(affected),349
暴雨成灾(rainstorm),暴雨(rainstorm),24
洪水(flood),警告(caveat),60
水位暴涨(Water level skyrocketed),受灾报告(disaster report),0
台风(typhoon),灾害(disaster),494
危险(danger),灾情(disaster situation),45
山洪(flash flood),破坏(damage),27
特大暴雨(heavy rain),持续大雨(continued rain),0
受灾报告(disaster report),预警(warning),0
连续暴雨(continued heavy rain),水灾(flood),3
相当(quite),意外事故(accident),0
危险(danger),洪水(flood),170
持续大雨(continued rain),受影响区埿(affected area),0
受灾人数(number of victims),洪涝(flood),4
严重(serious),洪水(flood),539
伤亡人数(number of casualties),严重(serious),6
警告(caveat),内涝(waterlogging),0
相当(quite),洪水(flood),66
灾难(disaster),严重(serious),92
水灾(flood),伤亡(casualties),35
灾情(disaster situation),受影响区埿(affected area),0
山洪(flash flood),降雨连续(continuous rainfall),0
伤亡人数(number of casualties),意外事故(accident),0
死亡人数(number of death),泥石浿(debris flow),30
物资分配(material distribution),洪灾(flood),0
降雨持续(continued rain),受灾情况(disaster situation),0
连续暴雨(continued heavy rain),伤亡人数(number of casualties),0
伤亡人数(number of casualties),受灾人数(number of victims),0
灾难(disaster),内涝(waterlogging),3
连续暴雨(continued heavy rain),相当(quite),0
相当(quite),物资分配(material distribution),0
汛期(flood season),汛期(flood season),0
受灾报告(disaster report),灾难(disaster),0
受灾物资(supplies),受影响区埿(affected area),0
死亡(death),暴雨(rainstorm),263
灾难(disaster),降雨持续(continued rain),1
降雨持续(continued rain),受灾(affected),4
暴雨成灾(rainstorm),连续暴雨(continued heavy rain),2
内涝(waterlogging),危险(danger),21
危险(danger),洪涝(flood),38
连续暴雨(continued heavy rain),强降雿(heavy rain),3
降雨连续(continuous rainfall),暴雨成灾(rainstorm),0
死亡人数(number of death),伤亡(casualties),31
洪灾(flood),严重(serious),320
危险(danger),相当(quite),27
特大暴雨(heavy rain),被淹沿(submerged),3
死亡人数(number of death),物资分配(material distribution),0
破坏(damage),救灾(disaster relief),22
救灾(disaster relief),受灾物资(supplies),0
连日大雨(rainy day),台风(typhoon),0
降雨连续(continuous rainfall),汛期(flood season),0
水位暴涨(Water level skyrocketed),洪灾(flood),3
受灾(affected),灾害(disaster),580
汛情(flood situation),相当(quite),6
破坏(damage),受灾人数(number of victims),1
持续大雨(continued rain),严重(serious),6
连续暴雨(continued heavy rain),灾情(disaster situation),5
伤亡(casualties),警告(caveat),8
被淹沿(submerged),暴雨(rainstorm),32
警告(caveat),灾害(disaster),22
严重(serious),山洪(flash flood),151
内涝(waterlogging),被淹沿(submerged),4
降雨连续(continuous rainfall),台风(typhoon),0
山洪(flash flood),汛情(flood situation),50
暴雨成灾(rainstorm),危险(danger),1
汛期(flood season),台风(typhoon),135
强降雿(heavy rain),洪涝(flood),127
泥石浿(debris flow),内涝(waterlogging),21
预警(warning),受灾人数(number of victims),3
预警(warning),严重(serious),209
灾难(disaster),泥石浿(debris flow),58
被淹沿(submerged),破坏(damage),14
灾难(disaster),连续暴雨(continued heavy rain),0
死亡人数(number of death),死亡(death),136
预警(warning),内涝(waterlogging),71
台风(typhoon),破坏(damage),78
救援(rescue),灾害(disaster),222
水灾(flood),受灾情况(disaster situation),15
物资分配(material distribution),死亡人数(number of death),0
暴雨成灾(rainstorm),救援(rescue),11
救援(rescue),降雨连续(continuous rainfall),0
灾害(disaster),暴雨成灾(rainstorm),10
预警(warning),洪水(flood),147
预警(warning),灾害(disaster),489
连日大雨(rainy day),相当(quite),2
物资分配(material distribution),受影响区埿(affected area),0
强降雿(heavy rain),台风(typhoon),119
暴雨成灾(rainstorm),破坏(damage),0
受灾情况(disaster situation),降雨连续(continuous rainfall),0
洪水(flood),洪灾(flood),340
意外事故(accident),死亡(death),6
死亡人数(number of death),受灾物资(supplies),0
受灾情况(disaster situation),暴雨成灾(rainstorm),1
汛情(flood situation),被淹沿(submerged),4
洪灾(flood),降雨持续(continued rain),2
受灾(affected),破坏(damage),61
内涝(waterlogging),汛期(flood season),126
降雨持续(continued rain),水位暴涨(Water level skyrocketed),0
严重(serious),伤亡人数(number of casualties),6
泥石浿(debris flow),破坏(damage),90
台风(typhoon),警告(caveat),16
死亡(death),灾害(disaster),284
山洪(flash flood),特大暴雨(heavy rain),37
连日大雨(rainy day),持续大雨(continued rain),1
死亡人数(number of death),水位暴涨(Water level skyrocketed),0
救灾(disaster relief),危险(danger),50
强降雿(heavy rain),受灾报告(disaster report),0
灾害(disaster),泥石浿(debris flow),363
暴雨(rainstorm),受灾报告(disaster report),0
受灾(affected),救灾(disaster relief),287
伤亡人数(number of casualties),灾害(disaster),12
意外事故(accident),严重(serious),9
预警(warning),被淹沿(submerged),10
山洪(flash flood),死亡(death),81
汛期(flood season),持续大雨(continued rain),0
死亡人数(number of death),洪水(flood),29
预警(warning),降雨连续(continuous rainfall),0
水灾(flood),泥石浿(debris flow),38
灾情(disaster situation),预警(warning),112
受灾报告(disaster report),汛期(flood season),0
意外事故(accident),强降雿(heavy rain),3
灾情(disaster situation),受灾人数(number of victims),6
水位暴涨(Water level skyrocketed),降雨连续(continuous rainfall),0
暴雨(rainstorm),汛情(flood situation),76
暴雨(rainstorm),内涝(waterlogging),197
严重(serious),持续大雨(continued rain),6
泥石浿(debris flow),灾害(disaster),363
预警(warning),汛情(flood situation),60
意外事故(accident),受灾(affected),6
暴雨成灾(rainstorm),水灾(flood),5
预警(warning),水位暴涨(Water level skyrocketed),2
洪涝(flood),灾情(disaster situation),141
受影响区埿(affected area),受灾报告(disaster report),0
汛情(flood situation),救灾(disaster relief),57
汛情(flood situation),受灾人数(number of victims),0
暴雨成灾(rainstorm),暴雨成灾(rainstorm),0
伤亡人数(number of casualties),汛情(flood situation),0
泥石浿(debris flow),受灾情况(disaster situation),10
受灾人数(number of victims),连日大雨(rainy day),0
严重(serious),伤亡(casualties),132
受灾物资(supplies),内涝(waterlogging),0
被淹沿(submerged),洪灾(flood),13
内涝(waterlogging),洪灾(flood),27
灾害(disaster),受灾报告(disaster report),0
救援(rescue),受灾情况(disaster situation),8
灾难(disaster),强降雿(heavy rain),40
水位暴涨(Water level skyrocketed),受灾(affected),10
暴雨成灾(rainstorm),持续大雨(continued rain),0
暴雨(rainstorm),灾难(disaster),84
暴雨(rainstorm),受灾人数(number of victims),15
预警(warning),破坏(damage),81
汛情(flood situation),暴雨成灾(rainstorm),0
受灾报告(disaster report),受灾(affected),0
死亡(death),降雨持续(continued rain),2
连日大雨(rainy day),救灾(disaster relief),3
受影响区埿(affected area),灾害(disaster),0
洪水(flood),死亡(death),235
洪涝(flood),汛期(flood season),179
特大暴雨(heavy rain),暴雨(rainstorm),213
暴雨(rainstorm),水位暴涨(Water level skyrocketed),13
特大暴雨(heavy rain),意外事故(accident),0
持续大雨(continued rain),强降雿(heavy rain),1
伤亡人数(number of casualties),降雨连续(continuous rainfall),0
强降雿(heavy rain),受灾(affected),211
预警(warning),危险(danger),95
受灾物资(supplies),泥石浿(debris flow),0
持续大雨(continued rain),破坏(damage),0
内涝(waterlogging),泥石浿(debris flow),21
连续暴雨(continued heavy rain),暴雨成灾(rainstorm),2
水位暴涨(Water level skyrocketed),受影响区埿(affected area),1
灾情(disaster situation),伤亡(casualties),101
物资分配(material distribution),受灾(affected),2
汛情(flood situation),山洪(flash flood),50
暴雨成灾(rainstorm),汛期(flood season),1
汛期(flood season),救灾(disaster relief),80
洪水(flood),灾情(disaster situation),200
危险(danger),内涝(waterlogging),21
受灾人数(number of victims),受灾报告(disaster report),0
降雨连续(continuous rainfall),危险(danger),0
死亡人数(number of death),洪涝(flood),17
山洪(flash flood),水位暴涨(Water level skyrocketed),4
受灾人数(number of victims),泥石浿(debris flow),11
救灾(disaster relief),洪灾(flood),164
汛情(flood situation),暴雨(rainstorm),76
暴雨(rainstorm),持续大雨(continued rain),4
相当(quite),内涝(waterlogging),13
暴雨成灾(rainstorm),死亡(death),18
台风(typhoon),受灾人数(number of victims),1
预警(warning),死亡(death),89
灾情(disaster situation),救援(rescue),94
受影响区埿(affected area),危险(danger),0
物资分配(material distribution),泥石浿(debris flow),0
暴雨成灾(rainstorm),洪水(flood),17
意外事故(accident),洪涝(flood),5
洪涝(flood),受灾物资(supplies),0
意外事故(accident),灾情(disaster situation),3
灾情(disaster situation),强降雿(heavy rain),140
水灾(flood),洪水(flood),192
特大暴雨(heavy rain),连续暴雨(continued heavy rain),3
特大暴雨(heavy rain),物资分配(material distribution),0
暴雨成灾(rainstorm),内涝(waterlogging),0
受灾(affected),意外事故(accident),6
强降雿(heavy rain),暴雨成灾(rainstorm),4
降雨连续(continuous rainfall),连续暴雨(continued heavy rain),0
灾害(disaster),受影响区埿(affected area),0
死亡人数(number of death),连续暴雨(continued heavy rain),0
相当(quite),受灾人数(number of victims),0
特大暴雨(heavy rain),水位暴涨(Water level skyrocketed),3
汛情(flood situation),连日大雨(rainy day),0
连续暴雨(continued heavy rain),特大暴雨(heavy rain),3
伤亡(casualties),危险(danger),51
水灾(flood),受灾(affected),127
持续大雨(continued rain),洪灾(flood),1
连续暴雨(continued heavy rain),洪水(flood),8
暴雨成灾(rainstorm),受灾(affected),11
灾害(disaster),救援(rescue),222
灾情(disaster situation),被淹沿(submerged),14
暴雨成灾(rainstorm),汛情(flood situation),0
伤亡(casualties),泥石浿(debris flow),115
死亡(death),破坏(damage),47
破坏(damage),灾情(disaster situation),37
危险(danger),强降雿(heavy rain),60
物资分配(material distribution),伤亡人数(number of casualties),0
特大暴雨(heavy rain),受灾(affected),92
受灾物资(supplies),灾难(disaster),0
灾情(disaster situation),暴雨成灾(rainstorm),7
意外事故(accident),降雨持续(continued rain),0
严重(serious),受灾报告(disaster report),0
救援(rescue),死亡(death),108
受灾报告(disaster report),洪涝(flood),0
灾情(disaster situation),灾难(disaster),54
连日大雨(rainy day),强降雿(heavy rain),1
救灾(disaster relief),灾害(disaster),379
洪灾(flood),汛情(flood situation),45
洪涝(flood),汛情(flood situation),74
死亡人数(number of death),严重(serious),54
汛情(flood situation),洪涝(flood),74
受影响区埿(affected area),水位暴涨(Water level skyrocketed),1
受灾(affected),预警(warning),101
救援(rescue),救援(rescue),0
降雨连续(continuous rainfall),破坏(damage),0
洪涝(flood),物资分配(material distribution),2
伤亡(casualties),伤亡人数(number of casualties),12
台风(typhoon),内涝(waterlogging),89
救援(rescue),预警(warning),74
汛期(flood season),特大暴雨(heavy rain),49
灾情(disaster situation),伤亡人数(number of casualties),4
预警(warning),意外事故(accident),1
汛情(flood situation),水灾(flood),11
受灾人数(number of victims),被淹沿(submerged),0
水位暴涨(Water level skyrocketed),伤亡(casualties),2
危险(danger),救灾(disaster relief),50
降雨持续(continued rain),伤亡人数(number of casualties),0
降雨连续(continuous rainfall),山洪(flash flood),0
特大暴雨(heavy rain),灾难(disaster),12
连续暴雨(continued heavy rain),连日大雨(rainy day),0
预警(warning),汛期(flood season),195
连续暴雨(continued heavy rain),伤亡(casualties),2
暴雨成灾(rainstorm),伤亡(casualties),0
警告(caveat),强降雿(heavy rain),21
受影响区埿(affected area),洪灾(flood),0
持续大雨(continued rain),受灾人数(number of victims),0
受灾报告(disaster report),洪水(flood),0
汛情(flood situation),严重(serious),64
物资分配(material distribution),降雨持续(continued rain),0
连续暴雨(continued heavy rain),意外事故(accident),0
预警(warning),警告(caveat),17
内涝(waterlogging),连续暴雨(continued heavy rain),4
伤亡人数(number of casualties),预警(warning),0
受灾报告(disaster report),汛情(flood situation),0
水灾(flood),被淹沿(submerged),14
受灾报告(disaster report),内涝(waterlogging),0
降雨连续(continuous rainfall),死亡(death),0
警告(caveat),受灾情况(disaster situation),0
汛期(flood season),受灾物资(supplies),0
水灾(flood),意外事故(accident),3
受灾人数(number of victims),破坏(damage),1
意外事故(accident),暴雨(rainstorm),7
被淹沿(submerged),灾难(disaster),16
受灾人数(number of victims),死亡(death),13
持续大雨(continued rain),死亡人数(number of death),1
暴雨(rainstorm),汛期(flood season),256
汛情(flood situation),洪水(flood),78
伤亡人数(number of casualties),受影响区埿(affected area),0
伤亡(casualties),救灾(disaster relief),71
水灾(flood),洪涝(flood),41
救灾(disaster relief),死亡人数(number of death),29
受影响区埿(affected area),相当(quite),1
降雨持续(continued rain),死亡(death),2
受灾物资(supplies),持续大雨(continued rain),0
伤亡人数(number of casualties),持续大雨(continued rain),0
水灾(flood),水位暴涨(Water level skyrocketed),5
暴雨(rainstorm),台风(typhoon),424
持续大雨(continued rain),台风(typhoon),3
持续大雨(continued rain),暴雨成灾(rainstorm),0
意外事故(accident),洪水(flood),2
连日大雨(rainy day),伤亡人数(number of casualties),0
暴雨成灾(rainstorm),洪涝(flood),2
物资分配(material distribution),意外事故(accident),0
连续暴雨(continued heavy rain),洪涝(flood),8
伤亡(casualties),洪灾(flood),66
受灾报告(disaster report),死亡人数(number of death),0
降雨连续(continuous rainfall),受影响区埿(affected area),0
伤亡(casualties),降雨持续(continued rain),0
内涝(waterlogging),灾害(disaster),195
降雨持续(continued rain),水灾(flood),0
意外事故(accident),受灾报告(disaster report),0
灾害(disaster),受灾物资(supplies),0
台风(typhoon),物资分配(material distribution),0
灾情(disaster situation),特大暴雨(heavy rain),45
降雨持续(continued rain),意外事故(accident),0
内涝(waterlogging),水位暴涨(Water level skyrocketed),2
受灾报告(disaster report),受灾报告(disaster report),0
受灾物资(supplies),连续暴雨(continued heavy rain),0
救援(rescue),受灾报告(disaster report),0
受灾(affected),台风(typhoon),312
内涝(waterlogging),汛情(flood situation),30
受灾情况(disaster situation),救灾(disaster relief),21
灾害(disaster),严重(serious),736
受灾物资(supplies),特大暴雨(heavy rain),0
受灾物资(supplies),洪涝(flood),0
灾情(disaster situation),洪涝(flood),141
洪水(flood),暴雨成灾(rainstorm),17
台风(typhoon),救灾(disaster relief),145
危险(danger),预警(warning),95
被淹沿(submerged),伤亡人数(number of casualties),0
伤亡(casualties),内涝(waterlogging),18
洪灾(flood),连续暴雨(continued heavy rain),4
连续暴雨(continued heavy rain),持续大雨(continued rain),0
洪涝(flood),连日大雨(rainy day),2
受灾人数(number of victims),水灾(flood),3
物资分配(material distribution),危险(danger),0
救灾(disaster relief),暴雨(rainstorm),176
山洪(flash flood),严重(serious),151
救灾(disaster relief),相当(quite),11
洪水(flood),连日大雨(rainy day),6
特大暴雨(heavy rain),洪水(flood),78
灾难(disaster),救灾(disaster relief),54
预警(warning),暴雨(rainstorm),295
水灾(flood),降雨连续(continuous rainfall),0
降雨连续(continuous rainfall),受灾报告(disaster report),0
山洪(flash flood),汛期(flood season),99
特大暴雨(heavy rain),水灾(flood),15
暴雨成灾(rainstorm),物资分配(material distribution),0
救灾(disaster relief),破坏(damage),22
受灾人数(number of victims),受灾人数(number of victims),0
受灾人数(number of victims),降雨持续(continued rain),0
相当(quite),灾难(disaster),20
洪灾(flood),洪涝(flood),125
汛期(flood season),汛情(flood situation),79
降雨连续(continuous rainfall),预警(warning),0
警告(caveat),受影响区埿(affected area),1
降雨连续(continuous rainfall),汛情(flood situation),0
降雨连续(continuous rainfall),内涝(waterlogging),0
受灾报告(disaster report),伤亡人数(number of casualties),0
持续大雨(continued rain),暴雨(rainstorm),4
灾难(disaster),汛期(flood season),10
物资分配(material distribution),持续大雨(continued rain),0
泥石浿(debris flow),伤亡人数(number of casualties),0
水位暴涨(Water level skyrocketed),救援(rescue),2
预警(warning),降雨持续(continued rain),4
意外事故(accident),泥石浿(debris flow),3
暴雨(rainstorm),救灾(disaster relief),176
泥石浿(debris flow),水灾(flood),38
暴雨成灾(rainstorm),灾害(disaster),10
警告(caveat),水位暴涨(Water level skyrocketed),3
水位暴涨(Water level skyrocketed),受灾情况(disaster situation),1
救援(rescue),被淹沿(submerged),26
特大暴雨(heavy rain),降雨连续(continuous rainfall),0
降雨持续(continued rain),破坏(damage),0
受灾人数(number of victims),灾害(disaster),14
救灾(disaster relief),伤亡人数(number of casualties),4
洪灾(flood),警告(caveat),30
受灾报告(disaster report),意外事故(accident),0
暴雨(rainstorm),连日大雨(rainy day),6
暴雨(rainstorm),强降雿(heavy rain),279
受灾情况(disaster situation),洪水(flood),29
灾害(disaster),预警(warning),489
暴雨成灾(rainstorm),受灾物资(supplies),0
救援(rescue),连续暴雨(continued heavy rain),6
预警(warning),伤亡人数(number of casualties),0
洪涝(flood),受灾报告(disaster report),0
灾害(disaster),山洪(flash flood),360
破坏(damage),暴雨成灾(rainstorm),0
受灾情况(disaster situation),破坏(damage),7
警告(caveat),破坏(damage),11
汛情(flood situation),灾情(disaster situation),56
危险(danger),水灾(flood),26
洪灾(flood),灾情(disaster situation),214
受影响区埿(affected area),救援(rescue),0
降雨连续(continuous rainfall),灾难(disaster),0
暴雨(rainstorm),死亡人数(number of death),55
台风(typhoon),受灾报告(disaster report),0
汛期(flood season),灾难(disaster),10
连日大雨(rainy day),汛情(flood situation),0
连续暴雨(continued heavy rain),连续暴雨(continued heavy rain),0
受灾报告(disaster report),救灾(disaster relief),0
连续暴雨(continued heavy rain),水位暴涨(Water level skyrocketed),0
受灾(affected),洪灾(flood),326
救援(rescue),受灾(affected),132
意外事故(accident),破坏(damage),3
相当(quite),救援(rescue),19
灾情(disaster situation),泥石浿(debris flow),102
受灾情况(disaster situation),洪涝(flood),14
死亡(death),持续大雨(continued rain),5
救灾(disaster relief),连续暴雨(continued heavy rain),5
降雨持续(continued rain),持续大雨(continued rain),0
汛情(flood situation),特大暴雨(heavy rain),14
强降雿(heavy rain),水位暴涨(Water level skyrocketed),6
受灾报告(disaster report),被淹沿(submerged),0
山洪(flash flood),受影响区埿(affected area),0
强降雿(heavy rain),水灾(flood),51
物资分配(material distribution),特大暴雨(heavy rain),0
灾难(disaster),被淹沿(submerged),16
救灾(disaster relief),降雨连续(continuous rainfall),0
受灾物资(supplies),洪水(flood),0
伤亡(casualties),灾难(disaster),27
严重(serious),水位暴涨(Water level skyrocketed),11
台风(typhoon),特大暴雨(heavy rain),52
水灾(flood),伤亡人数(number of casualties),1
汛期(flood season),受灾(affected),113
灾情(disaster situation),洪水(flood),200
山洪(flash flood),灾情(disaster situation),84
死亡(death),危险(danger),67
持续大雨(continued rain),相当(quite),0
特大暴雨(heavy rain),洪涝(flood),47
意外事故(accident),危险(danger),5
强降雿(heavy rain),灾情(disaster situation),140
洪水(flood),相当(quite),66
连续暴雨(continued heavy rain),降雨持续(continued rain),0
受灾物资(supplies),救灾(disaster relief),0
受灾人数(number of victims),预警(warning),3
连日大雨(rainy day),降雨连续(continuous rainfall),0
灾害(disaster),特大暴雨(heavy rain),105
死亡(death),水位暴涨(Water level skyrocketed),5
死亡(death),汛期(flood season),59
特大暴雨(heavy rain),死亡人数(number of death),2
救灾(disaster relief),物资分配(material distribution),2
受灾报告(disaster report),降雨连续(continuous rainfall),0
特大暴雨(heavy rain),灾害(disaster),105
破坏(damage),降雨连续(continuous rainfall),0
洪涝(flood),降雨持续(continued rain),3
受灾物资(supplies),汛期(flood season),0
伤亡人数(number of casualties),受灾报告(disaster report),0
被淹沿(submerged),受灾报告(disaster report),0
泥石浿(debris flow),预警(warning),136
洪水(flood),山洪(flash flood),161
强降雿(heavy rain),危险(danger),60
内涝(waterlogging),受灾报告(disaster report),0
持续大雨(continued rain),水位暴涨(Water level skyrocketed),0
死亡(death),台风(typhoon),188
水位暴涨(Water level skyrocketed),连日大雨(rainy day),0
受灾情况(disaster situation),被淹沿(submerged),2
强降雿(heavy rain),严重(serious),250
灾害(disaster),暴雨(rainstorm),729
意外事故(accident),降雨连续(continuous rainfall),0
受灾(affected),伤亡(casualties),99
意外事故(accident),汛期(flood season),3
降雨持续(continued rain),降雨连续(continuous rainfall),0
水位暴涨(Water level skyrocketed),灾情(disaster situation),4
汛期(flood season),洪水(flood),175
预警(warning),受灾报告(disaster report),0
降雨连续(continuous rainfall),洪水(flood),0
连日大雨(rainy day),受灾(affected),2
泥石浿(debris flow),汛情(flood situation),12
严重(serious),降雨连续(continuous rainfall),0
持续大雨(continued rain),救灾(disaster relief),2
灾难(disaster),意外事故(accident),2
破坏(damage),汛期(flood season),28
洪灾(flood),泥石浿(debris flow),108
严重(serious),降雨持续(continued rain),5
强降雿(heavy rain),物资分配(material distribution),0
汛期(flood season),物资分配(material distribution),0
汛情(flood situation),死亡(death),12
灾难(disaster),洪涝(flood),22
持续大雨(continued rain),伤亡人数(number of casualties),0
暴雨成灾(rainstorm),受灾人数(number of victims),5
相当(quite),持续大雨(continued rain),0
救灾(disaster relief),被淹沿(submerged),10
受灾报告(disaster report),死亡(death),0
洪水(flood),受灾物资(supplies),0
受灾人数(number of victims),洪灾(flood),16
泥石浿(debris flow),严重(serious),184
灾难(disaster),汛情(flood situation),5
水位暴涨(Water level skyrocketed),台风(typhoon),5
连日大雨(rainy day),受灾物资(supplies),0
洪水(flood),强降雿(heavy rain),214
死亡人数(number of death),汛情(flood situation),2
破坏(damage),危险(danger),39
灾难(disaster),水灾(flood),42
汛期(flood season),水灾(flood),19
汛期(flood season),受影响区埿(affected area),1
洪水(flood),暴雨(rainstorm),533
相当(quite),受灾情况(disaster situation),4
洪水(flood),受灾人数(number of victims),8
严重(serious),受灾物资(supplies),0
特大暴雨(heavy rain),警告(caveat),4
破坏(damage),降雨持续(continued rain),0
受灾情况(disaster situation),受灾物资(supplies),0
泥石浿(debris flow),死亡(death),128
救灾(disaster relief),连日大雨(rainy day),3
救灾(disaster relief),受影响区埿(affected area),0
强降雿(heavy rain),泥石浿(debris flow),114
内涝(waterlogging),灾难(disaster),3
洪灾(flood),持续大雨(continued rain),1
汛期(flood season),严重(serious),248
山洪(flash flood),连日大雨(rainy day),1
破坏(damage),连日大雨(rainy day),1
受影响区埿(affected area),泥石浿(debris flow),0
汛情(flood situation),预警(warning),60
灾情(disaster situation),死亡人数(number of death),60
暴雨(rainstorm),山洪(flash flood),220
预警(warning),特大暴雨(heavy rain),29
受灾(affected),水灾(flood),127
汛期(flood season),伤亡人数(number of casualties),0
受灾物资(supplies),意外事故(accident),0
受灾(affected),警告(caveat),18
死亡(death),暴雨成灾(rainstorm),18
受灾情况(disaster situation),预警(warning),4
汛情(flood situation),泥石浿(debris flow),12
山洪(flash flood),台风(typhoon),84
意外事故(accident),受影响区埿(affected area),0
暴雨成灾(rainstorm),意外事故(accident),0
受灾(affected),连续暴雨(continued heavy rain),6
灾难(disaster),洪水(flood),118
降雨连续(continuous rainfall),救援(rescue),0
受灾物资(supplies),警告(caveat),0
救援(rescue),连日大雨(rainy day),3
汛情(flood situation),受影响区埿(affected area),1
受影响区埿(affected area),受灾情况(disaster situation),0
死亡(death),伤亡人数(number of casualties),7
持续大雨(continued rain),灾情(disaster situation),2
洪涝(flood),被淹沿(submerged),10
受灾报告(disaster report),受灾人数(number of victims),0
伤亡(casualties),意外事故(accident),6
伤亡(casualties),连续暴雨(continued heavy rain),2
灾害(disaster),降雨持续(continued rain),6
汛期(flood season),降雨连续(continuous rainfall),0
内涝(waterlogging),物资分配(material distribution),0
受影响区埿(affected area),台风(typhoon),0
灾情(disaster situation),死亡(death),155
救灾(disaster relief),受灾人数(number of victims),2
受灾物资(supplies),灾害(disaster),0
危险(danger),暴雨成灾(rainstorm),1
灾情(disaster situation),灾害(disaster),317
预警(warning),台风(typhoon),203
持续大雨(continued rain),山洪(flash flood),0
救灾(disaster relief),灾难(disaster),54
内涝(waterlogging),降雨连续(continuous rainfall),0
灾情(disaster situation),暴雨(rainstorm),238
台风(typhoon),死亡人数(number of death),84
泥石浿(debris flow),救援(rescue),91
山洪(flash flood),暴雨(rainstorm),220
伤亡人数(number of casualties),受灾情况(disaster situation),0
台风(typhoon),连续暴雨(continued heavy rain),6
受灾物资(supplies),受灾(affected),0
暴雨(rainstorm),严重(serious),638
严重(serious),物资分配(material distribution),2
水位暴涨(Water level skyrocketed),内涝(waterlogging),2
严重(serious),警告(caveat),60
洪水(flood),破坏(damage),110
汛期(flood season),洪涝(flood),179
持续大雨(continued rain),持续大雨(continued rain),0
降雨连续(continuous rainfall),洪涝(flood),0
受灾物资(supplies),降雨连续(continuous rainfall),0
受影响区埿(affected area),死亡人数(number of death),0
山洪(flash flood),物资分配(material distribution),0
救援(rescue),伤亡(casualties),49
受灾情况(disaster situation),受灾(affected),66
严重(serious),暴雨(rainstorm),638
洪水(flood),救灾(disaster relief),168
水位暴涨(Water level skyrocketed),水位暴涨(Water level skyrocketed),0
受灾(affected),危险(danger),70
连续暴雨(continued heavy rain),受灾情况(disaster situation),0
死亡人数(number of death),灾情(disaster situation),60
受灾(affected),水位暴涨(Water level skyrocketed),10
汛期(flood season),死亡人数(number of death),9
汛期(flood season),灾害(disaster),395
受灾(affected),受灾物资(supplies),0
救援(rescue),物资分配(material distribution),0
降雨连续(continuous rainfall),灾害(disaster),0
洪灾(flood),受灾(affected),326
受影响区埿(affected area),山洪(flash flood),0
相当(quite),汛情(flood situation),6
严重(serious),洪灾(flood),320
持续大雨(continued rain),汛情(flood situation),0
连日大雨(rainy day),灾情(disaster situation),4
汛期(flood season),强降雿(heavy rain),99
内涝(waterlogging),预警(warning),71
物资分配(material distribution),受灾人数(number of victims),0
洪涝(flood),预警(warning),101
破坏(damage),受灾(affected),61
灾害(disaster),警告(caveat),22
连日大雨(rainy day),死亡人数(number of death),0
暴雨成灾(rainstorm),降雨持续(continued rain),0
被淹沿(submerged),水灾(flood),14
汛期(flood season),受灾人数(number of victims),1
死亡(death),死亡人数(number of death),136
水灾(flood),受灾报告(disaster report),0
洪涝(flood),暴雨(rainstorm),326
暴雨(rainstorm),预警(warning),295
危险(danger),受灾人数(number of victims),2
危险(danger),严重(serious),138
山洪(flash flood),暴雨成灾(rainstorm),5
伤亡(casualties),灾害(disaster),248
洪涝(flood),警告(caveat),13
受灾(affected),受灾人数(number of victims),22
受灾物资(supplies),严重(serious),0
警告(caveat),死亡(death),29
汛期(flood season),连续暴雨(continued heavy rain),7
洪水(flood),严重(serious),539
灾情(disaster situation),降雨连续(continuous rainfall),0
洪水(flood),意外事故(accident),2
洪水(flood),水灾(flood),192
降雨连续(continuous rainfall),降雨持续(continued rain),0
破坏(damage),相当(quite),19
山洪(flash flood),强降雿(heavy rain),129
破坏(damage),伤亡(casualties),65
受灾物资(supplies),台风(typhoon),0
降雨持续(continued rain),危险(danger),2
洪水(flood),降雨连续(continuous rainfall),0
受灾情况(disaster situation),死亡人数(number of death),7
台风(typhoon),水灾(flood),33
暴雨成灾(rainstorm),受灾情况(disaster situation),1
伤亡人数(number of casualties),死亡人数(number of death),7
暴雨(rainstorm),降雨连续(continuous rainfall),0
水灾(flood),死亡人数(number of death),6
预警(warning),强降雿(heavy rain),133
救援(rescue),受灾物资(supplies),0
