term1,term2,count
flood hazard level,action plan,0
flood hazard level,active resources,0
flood hazard level,effect,0
flood hazard level,affected area,0
flood hazard level,agency,0
flood hazard level,agency dispatch,0
flood hazard level,agency executive,0
flood hazard level,agency administrator,0
flood hazard level,after action report,0
flood hazard level,after action review,0
flood hazard level,alert level,0
flood hazard level,allocated resources,0
flood hazard level,assigned resources,0
flood hazard level,available resources,0
flood hazard level,contingency plan,0
flood hazard level,death,0
flood hazard level,devastation,0
flood hazard level,devastating,0
flood hazard level,died,0
flood hazard level,disaster,0
flood hazard level,disasters,0
flood hazard level,extreme,0
flood hazard level,hazard,0
flood hazard level,killed,0
flood hazard level,base flood,0
flood hazard level,base flood elevation,0
flood hazard level,flash flood,0
flood hazard level,flooded homes,0
flood hazard level,flooded cars,0
flood hazard level,flood classification,0
flood hazard level,flood crest,0
flood hazard level,flood depth,0
flood hazard level,flood elevation,0
flood hazard level,flood elevation study,0
flood hazard level,flood hazard level,0
flood hazard level,flood insurance rate map,0
flood hazard level,flood insurance study,0
flood hazard level,flood mitigation assistance,0
flood hazard level,flood of record,0
flood hazard level,floodplain,0
flood hazard level,floodplain fill,0
flood hazard level,flood-proofing,0
flood hazard level,flood stage,0
flood hazard level,floodway,0
flood hazard level,atmospheric moisture,0
flood hazard level,climate change,0
flood hazard level,crest,0
flood hazard level,downpours,0
flood hazard level,extreme rainfall,0
flood hazard level,global warming,0
flood hazard level,intense rainfall,0
flood hazard level,precipitation,0
flood hazard level,moisture,0
flood hazard level,natural disaster,0
flood hazard level,noaa,0
flood hazard level,rain,0
flood hazard level,rainfall,0
flood hazard level,river,0
flood hazard level,sea levels,0
flood hazard level,special flood hazard area,0
flood hazard level,storm,0
flood hazard level,storm intensity,0
flood hazard level,swamped,0
flood hazard level,thunder storm,0
flood hazard level,torrential rain,0
flood hazard level,weather,0
flood hazard level,wet,0
flood hazard level,wetter,0
flood insurance rate map,alarm,0
flood insurance rate map,action plan,0
flood insurance rate map,active resources,0
flood insurance rate map,effect,0
flood insurance rate map,affected area,0
flood insurance rate map,agency,0
flood insurance rate map,agency dispatch,0
flood insurance rate map,agency executive,0
flood insurance rate map,agency administrator,0
flood insurance rate map,after action report,0
flood insurance rate map,after action review,0
flood insurance rate map,alert level,0
flood insurance rate map,allocated resources,0
flood insurance rate map,assigned resources,0
flood insurance rate map,available resources,0
flood insurance rate map,contingency plan,0
flood insurance rate map,death,0
flood insurance rate map,devastation,0
flood insurance rate map,devastating,0
flood insurance rate map,died,0
flood insurance rate map,disaster,0
flood insurance rate map,disasters,0
flood insurance rate map,extreme,0
flood insurance rate map,hazard,0
flood insurance rate map,killed,0
flood insurance rate map,base flood,0
flood insurance rate map,base flood elevation,0
flood insurance rate map,flash flood,0
flood insurance rate map,flooded homes,0
flood insurance rate map,flooded cars,0
flood insurance rate map,flood classification,0
flood insurance rate map,flood crest,0
flood insurance rate map,flood depth,0
flood insurance rate map,flood elevation,0
flood insurance rate map,flood elevation study,0
flood insurance rate map,flood hazard level,0
flood insurance rate map,flood insurance rate map,0
flood insurance rate map,flood insurance study,0
flood insurance rate map,flood mitigation assistance,0
flood insurance rate map,flood of record,0
flood insurance rate map,floodplain,0
flood insurance rate map,floodplain fill,0
flood insurance rate map,flood-proofing,0
flood insurance rate map,flood stage,0
flood insurance rate map,floodway,0
flood insurance rate map,atmospheric moisture,0
flood insurance rate map,climate change,0
flood insurance rate map,crest,0
flood insurance rate map,downpours,0
flood insurance rate map,extreme rainfall,0
flood insurance rate map,global warming,0
flood insurance rate map,intense rainfall,0
flood insurance rate map,precipitation,0
flood insurance rate map,moisture,0
flood insurance rate map,natural disaster,0
flood insurance rate map,noaa,0
flood insurance rate map,rain,0
flood insurance rate map,rainfall,0
flood insurance rate map,river,0
flood insurance rate map,sea levels,0
flood insurance rate map,special flood hazard area,0
flood insurance rate map,storm,0
flood insurance rate map,storm intensity,0
flood insurance rate map,swamped,0
flood insurance rate map,thunder storm,0
flood insurance rate map,torrential rain,0
flood insurance rate map,weather,0
flood insurance rate map,wet,0
flood insurance rate map,wetter,0
flood insurance study,alarm,0
flood insurance study,action plan,0
flood insurance study,active resources,0
flood insurance study,effect,0
flood insurance study,affected area,0
flood insurance study,agency,0
flood insurance study,agency dispatch,0
flood insurance study,agency executive,0
flood insurance study,agency administrator,0
flood insurance study,after action report,0
flood insurance study,after action review,0
flood insurance study,alert level,0
flood insurance study,allocated resources,0
flood insurance study,assigned resources,0
flood insurance study,available resources,0
flood insurance study,contingency plan,0
flood insurance study,death,0
flood insurance study,devastation,0
flood insurance study,devastating,0
flood insurance study,died,0
flood insurance study,disaster,0
flood insurance study,disasters,0
flood insurance study,extreme,0
flood insurance study,hazard,0
flood insurance study,killed,0
flood insurance study,base flood,0
flood insurance study,base flood elevation,0
flood insurance study,flash flood,0
flood insurance study,flooded homes,0
flood insurance study,flooded cars,0
flood insurance study,flood classification,0
flood insurance study,flood crest,0
flood insurance study,flood depth,0
flood insurance study,flood elevation,0
flood insurance study,flood elevation study,0
flood insurance study,flood hazard level,0
flood insurance study,flood insurance rate map,0
flood insurance study,flood insurance study,0
flood insurance study,flood mitigation assistance,0
flood insurance study,flood of record,0
flood insurance study,floodplain,0
flood insurance study,floodplain fill,0
flood insurance study,flood-proofing,0
flood insurance study,flood stage,0
flood insurance study,floodway,0
flood insurance study,atmospheric moisture,0
flood insurance study,climate change,0
flood insurance study,crest,0
flood insurance study,downpours,0
flood insurance study,extreme rainfall,0
flood insurance study,global warming,0
flood insurance study,intense rainfall,0
flood insurance study,precipitation,0
flood insurance study,moisture,0
flood insurance study,natural disaster,0
flood insurance study,noaa,0
flood insurance study,rain,0
flood insurance study,rainfall,0
flood insurance study,river,0
flood insurance study,sea levels,0
flood insurance study,special flood hazard area,0
flood insurance study,storm,0
flood insurance study,storm intensity,0
flood insurance study,swamped,0
flood insurance study,thunder storm,0
flood insurance study,torrential rain,0
flood insurance study,weather,0
flood insurance study,wet,0
flood insurance study,wetter,0
flood mitigation assistance,alarm,0
flood mitigation assistance,action plan,0
flood mitigation assistance,active resources,0
flood mitigation assistance,effect,0
flood mitigation assistance,affected area,0
flood mitigation assistance,agency,0
flood mitigation assistance,agency dispatch,0
flood mitigation assistance,agency executive,0
flood mitigation assistance,agency administrator,0
flood mitigation assistance,after action report,0
flood mitigation assistance,after action review,0
flood mitigation assistance,alert level,0
flood mitigation assistance,allocated resources,0
flood mitigation assistance,assigned resources,0
flood mitigation assistance,available resources,0
flood mitigation assistance,contingency plan,0
flood mitigation assistance,death,0
flood mitigation assistance,devastation,0
flood mitigation assistance,devastating,0
flood mitigation assistance,died,0
flood mitigation assistance,disaster,0
flood mitigation assistance,disasters,0
flood mitigation assistance,extreme,0
flood mitigation assistance,hazard,0
flood mitigation assistance,killed,0
flood mitigation assistance,base flood,0
flood mitigation assistance,base flood elevation,0
flood mitigation assistance,flash flood,0
flood mitigation assistance,flooded homes,0
flood mitigation assistance,flooded cars,0
flood mitigation assistance,flood classification,0
flood mitigation assistance,flood crest,0
flood mitigation assistance,flood depth,0
flood mitigation assistance,flood elevation,0
flood mitigation assistance,flood elevation study,0
flood mitigation assistance,flood hazard level,0
flood mitigation assistance,flood insurance rate map,0
flood mitigation assistance,flood insurance study,0
flood mitigation assistance,flood mitigation assistance,0
flood mitigation assistance,flood of record,0
flood mitigation assistance,floodplain,0
flood mitigation assistance,floodplain fill,0
flood mitigation assistance,flood-proofing,0
flood mitigation assistance,flood stage,0
flood mitigation assistance,floodway,0
flood mitigation assistance,atmospheric moisture,0
flood mitigation assistance,climate change,0
flood mitigation assistance,crest,0
flood mitigation assistance,downpours,0
flood mitigation assistance,extreme rainfall,0
flood mitigation assistance,global warming,0
flood mitigation assistance,intense rainfall,0
flood mitigation assistance,precipitation,0
flood mitigation assistance,moisture,0
flood mitigation assistance,natural disaster,0
flood mitigation assistance,noaa,0
flood mitigation assistance,rain,0
flood mitigation assistance,rainfall,0
flood mitigation assistance,river,0
flood mitigation assistance,sea levels,0
flood mitigation assistance,special flood hazard area,0
flood mitigation assistance,storm,0
flood mitigation assistance,storm intensity,0
flood mitigation assistance,swamped,0
flood mitigation assistance,thunder storm,0
flood mitigation assistance,torrential rain,0
flood mitigation assistance,weather,0
flood mitigation assistance,wet,0
flood mitigation assistance,wetter,0
flood of record,alarm,0
flood of record,action plan,0
flood of record,active resources,0
flood of record,effect,0
flood of record,affected area,0
flood of record,agency,0
flood of record,agency dispatch,0
flood of record,agency executive,0
flood of record,agency administrator,0
flood of record,after action report,0
flood of record,after action review,0
flood of record,alert level,0
flood of record,allocated resources,0
flood of record,assigned resources,0
flood of record,available resources,0
flood of record,contingency plan,0
flood of record,death,0
flood of record,devastation,0
flood of record,devastating,0
flood of record,died,0
flood of record,disaster,0
flood of record,disasters,0
flood of record,extreme,0
flood of record,hazard,0
flood of record,killed,0
flood of record,base flood,0
flood of record,base flood elevation,0
flood of record,flash flood,0
flood of record,flooded homes,0
flood of record,flooded cars,0
flood of record,flood classification,0
flood of record,flood crest,0
flood of record,flood depth,0
flood of record,flood elevation,0
flood of record,flood elevation study,0
flood of record,flood hazard level,0
flood of record,flood insurance rate map,0
flood of record,flood insurance study,0
flood of record,flood mitigation assistance,0
flood of record,flood of record,0
flood of record,floodplain,0
flood of record,floodplain fill,0
flood of record,flood-proofing,0
flood of record,flood stage,0
flood of record,floodway,0
flood of record,atmospheric moisture,0
flood of record,climate change,0
flood of record,crest,0
flood of record,downpours,0
flood of record,extreme rainfall,0
flood of record,global warming,0
flood of record,intense rainfall,0
flood of record,precipitation,0
flood of record,moisture,0
flood of record,natural disaster,0
flood of record,noaa,0
flood of record,rain,0
flood of record,rainfall,0
flood of record,river,0
flood of record,sea levels,0
flood of record,special flood hazard area,0
flood of record,storm,0
flood of record,storm intensity,0
flood of record,swamped,0
flood of record,thunder storm,0
flood of record,torrential rain,0
flood of record,weather,0
flood of record,wet,0
flood of record,wetter,0
floodplain,alarm,0
floodplain,action plan,0
floodplain,active resources,0
floodplain,effect,0
floodplain,affected area,0
floodplain,agency,0
floodplain,agency dispatch,0
floodplain,agency executive,0
floodplain,agency administrator,0
floodplain,after action report,0
floodplain,after action review,0
floodplain,alert level,0
floodplain,allocated resources,0
floodplain,assigned resources,0
floodplain,available resources,0
floodplain,contingency plan,0
floodplain,death,0
floodplain,devastation,0
floodplain,devastating,0
floodplain,died,0
floodplain,disaster,0
floodplain,disasters,0
floodplain,extreme,0
floodplain,hazard,0
floodplain,killed,0
floodplain,base flood,0
floodplain,base flood elevation,0
floodplain,flash flood,0
floodplain,flooded homes,0
floodplain,flooded cars,0
floodplain,flood classification,0
floodplain,flood crest,0
floodplain,flood depth,0
floodplain,flood elevation,0
floodplain,flood elevation study,0
floodplain,flood hazard level,0
floodplain,flood insurance rate map,0
floodplain,flood insurance study,0
floodplain,flood mitigation assistance,0
floodplain,flood of record,0
floodplain,floodplain,0
floodplain,floodplain fill,0
floodplain,flood-proofing,0
floodplain,flood stage,0
floodplain,floodway,0
floodplain,atmospheric moisture,0
floodplain,climate change,0
floodplain,crest,0
floodplain,downpours,0
floodplain,extreme rainfall,0
floodplain,global warming,0
floodplain,intense rainfall,0
floodplain,precipitation,0
floodplain,moisture,0
floodplain,natural disaster,0
floodplain,noaa,0
floodplain,rain,0
floodplain,rainfall,0
floodplain,river,0
floodplain,sea levels,0
floodplain,special flood hazard area,0
floodplain,storm,0
floodplain,storm intensity,0
floodplain,swamped,0
floodplain,thunder storm,0
floodplain,torrential rain,0
floodplain,weather,0
floodplain,wet,0
floodplain,wetter,0
floodplain fill,alarm,0
floodplain fill,action plan,0
floodplain fill,active resources,0
floodplain fill,effect,0
floodplain fill,affected area,0
floodplain fill,agency,0
floodplain fill,agency dispatch,0
floodplain fill,agency executive,0
floodplain fill,agency administrator,0
floodplain fill,after action report,0
floodplain fill,after action review,0
floodplain fill,alert level,0
floodplain fill,allocated resources,0
floodplain fill,assigned resources,0
floodplain fill,available resources,0
floodplain fill,contingency plan,0
floodplain fill,death,0
floodplain fill,devastation,0
floodplain fill,devastating,0
floodplain fill,died,0
floodplain fill,disaster,0
floodplain fill,disasters,0
floodplain fill,extreme,0
floodplain fill,hazard,0
floodplain fill,killed,0
floodplain fill,base flood,0
floodplain fill,base flood elevation,0
floodplain fill,flash flood,0
floodplain fill,flooded homes,0
floodplain fill,flooded cars,0
floodplain fill,flood classification,0
floodplain fill,flood crest,0
floodplain fill,flood depth,0
floodplain fill,flood elevation,0
floodplain fill,flood elevation study,0
floodplain fill,flood hazard level,0
floodplain fill,flood insurance rate map,0
floodplain fill,flood insurance study,0
floodplain fill,flood mitigation assistance,0
floodplain fill,flood of record,0
floodplain fill,floodplain,0
floodplain fill,floodplain fill,0
floodplain fill,flood-proofing,0
floodplain fill,flood stage,0
floodplain fill,floodway,0
floodplain fill,atmospheric moisture,0
floodplain fill,climate change,0
floodplain fill,crest,0
floodplain fill,downpours,0
floodplain fill,extreme rainfall,0
floodplain fill,global warming,0
floodplain fill,intense rainfall,0
floodplain fill,precipitation,0
floodplain fill,moisture,0
floodplain fill,natural disaster,0
floodplain fill,noaa,0
floodplain fill,rain,0
floodplain fill,rainfall,0
floodplain fill,river,0
floodplain fill,sea levels,0
floodplain fill,special flood hazard area,0
floodplain fill,storm,0
floodplain fill,storm intensity,0
floodplain fill,swamped,0
floodplain fill,thunder storm,0
floodplain fill,torrential rain,0
floodplain fill,weather,0
floodplain fill,wet,0
floodplain fill,wetter,0
flood-proofing,alarm,0
flood-proofing,action plan,0
flood-proofing,active resources,0
flood-proofing,effect,0
flood-proofing,affected area,0
flood-proofing,agency,0
flood-proofing,agency dispatch,0
flood-proofing,agency executive,0
flood-proofing,agency administrator,0
flood-proofing,after action report,0
flood-proofing,after action review,0
flood-proofing,alert level,0
flood-proofing,allocated resources,0
flood-proofing,assigned resources,0
flood-proofing,available resources,0
flood-proofing,contingency plan,0
flood-proofing,death,0
flood-proofing,devastation,0
flood-proofing,devastating,0
flood-proofing,died,0
flood-proofing,disaster,0
flood-proofing,disasters,0
flood-proofing,extreme,0
flood-proofing,hazard,0
flood-proofing,killed,0
flood-proofing,base flood,0
flood-proofing,base flood elevation,0
flood-proofing,flash flood,0
flood-proofing,flooded homes,0
flood-proofing,flooded cars,0
flood-proofing,flood classification,0
flood-proofing,flood crest,0
flood-proofing,flood depth,0
flood-proofing,flood elevation,0
flood-proofing,flood elevation study,0
flood-proofing,flood hazard level,0
flood-proofing,flood insurance rate map,0
flood-proofing,flood insurance study,0
flood-proofing,flood mitigation assistance,0
flood-proofing,flood of record,0
flood-proofing,floodplain,0
flood-proofing,floodplain fill,0
flood-proofing,flood-proofing,0
flood-proofing,flood stage,0
flood-proofing,floodway,0
flood-proofing,atmospheric moisture,0
flood-proofing,climate change,0
flood-proofing,crest,0
flood-proofing,downpours,0
flood-proofing,extreme rainfall,0
flood-proofing,global warming,0
flood-proofing,intense rainfall,0
flood-proofing,precipitation,0
flood-proofing,moisture,0
flood-proofing,natural disaster,0
flood-proofing,noaa,0
flood-proofing,rain,0
flood-proofing,rainfall,0
flood-proofing,river,0
flood-proofing,sea levels,0
flood-proofing,special flood hazard area,0
flood-proofing,storm,0
flood-proofing,storm intensity,0
flood-proofing,swamped,0
flood-proofing,thunder storm,0
flood-proofing,torrential rain,0
flood-proofing,weather,0
flood-proofing,wet,0
flood-proofing,wetter,0
flood stage,alarm,0
flood stage,action plan,0
flood stage,active resources,0
flood stage,effect,0
flood stage,affected area,0
flood stage,agency,0
flood stage,agency dispatch,0
flood stage,agency executive,0
flood stage,agency administrator,0
flood stage,after action report,0
flood stage,after action review,0
flood stage,alert level,0
flood stage,allocated resources,0
flood stage,assigned resources,0
flood stage,available resources,0
flood stage,contingency plan,0
flood stage,death,0
flood stage,devastation,0
flood stage,devastating,0
flood stage,died,0
flood stage,disaster,0
flood stage,disasters,0
flood stage,extreme,0
flood stage,hazard,0
flood stage,killed,0
flood stage,base flood,0
flood stage,base flood elevation,0
flood stage,flash flood,0
flood stage,flooded homes,0
flood stage,flooded cars,0
flood stage,flood classification,0
flood stage,flood crest,0
flood stage,flood depth,0
flood stage,flood elevation,0
flood stage,flood elevation study,0
flood stage,flood hazard level,0
flood stage,flood insurance rate map,0
flood stage,flood insurance study,0
flood stage,flood mitigation assistance,0
flood stage,flood of record,0
flood stage,floodplain,0
flood stage,floodplain fill,0
flood stage,flood-proofing,0
flood stage,flood stage,0
flood stage,floodway,0
flood stage,atmospheric moisture,0
flood stage,climate change,0
flood stage,crest,0
flood stage,downpours,0
flood stage,extreme rainfall,0
flood stage,global warming,0
flood stage,intense rainfall,0
flood stage,precipitation,0
flood stage,moisture,0
flood stage,natural disaster,0
flood stage,noaa,0
flood stage,rain,0
flood stage,rainfall,0
flood stage,river,0
flood stage,sea levels,0
flood stage,special flood hazard area,0
flood stage,storm,0
flood stage,storm intensity,0
flood stage,swamped,0
flood stage,thunder storm,0
flood stage,torrential rain,0
flood stage,weather,0
flood stage,wet,0
flood stage,wetter,0
floodway,alarm,0
floodway,action plan,0
floodway,active resources,0
floodway,effect,0
floodway,affected area,0
floodway,agency,0
floodway,agency dispatch,0
floodway,agency executive,0
floodway,agency administrator,0
floodway,after action report,0
floodway,after action review,0
floodway,alert level,0
floodway,allocated resources,0
floodway,assigned resources,0
floodway,available resources,0
floodway,contingency plan,0
floodway,death,0
floodway,devastation,0
floodway,devastating,0
floodway,died,0
floodway,disaster,0
floodway,disasters,0
floodway,extreme,0
floodway,hazard,0
floodway,killed,0
floodway,base flood,0
floodway,base flood elevation,0
floodway,flash flood,0
floodway,flooded homes,0
floodway,flooded cars,0
floodway,flood classification,0
floodway,flood crest,0
floodway,flood depth,0
floodway,flood elevation,0
floodway,flood elevation study,0
floodway,flood hazard level,0
floodway,flood insurance rate map,0
floodway,flood insurance study,0
floodway,flood mitigation assistance,0
floodway,flood of record,0
floodway,floodplain,0
floodway,floodplain fill,0
floodway,flood-proofing,0
floodway,flood stage,0
floodway,floodway,0
floodway,atmospheric moisture,0
floodway,climate change,0
floodway,crest,0
floodway,downpours,0
floodway,extreme rainfall,0
floodway,global warming,0
floodway,intense rainfall,0
floodway,precipitation,0
floodway,moisture,0
floodway,natural disaster,0
floodway,noaa,0
floodway,rain,0
floodway,rainfall,0
floodway,river,0
floodway,sea levels,0
floodway,special flood hazard area,0
floodway,storm,0
floodway,storm intensity,0
floodway,swamped,0
floodway,thunder storm,0
floodway,torrential rain,0
floodway,weather,0
floodway,wet,0
floodway,wetter,0
atmospheric moisture,alarm,0
atmospheric moisture,action plan,0
atmospheric moisture,active resources,0
atmospheric moisture,effect,0
atmospheric moisture,affected area,0
atmospheric moisture,agency,0
atmospheric moisture,agency dispatch,0
atmospheric moisture,agency executive,0
atmospheric moisture,agency administrator,0
atmospheric moisture,after action report,0
atmospheric moisture,after action review,0
atmospheric moisture,alert level,0
atmospheric moisture,allocated resources,0
atmospheric moisture,assigned resources,0
atmospheric moisture,available resources,0
atmospheric moisture,contingency plan,0
atmospheric moisture,death,0
atmospheric moisture,devastation,0
atmospheric moisture,devastating,0
atmospheric moisture,died,0
atmospheric moisture,disaster,0
atmospheric moisture,disasters,0
atmospheric moisture,extreme,0
atmospheric moisture,hazard,0
atmospheric moisture,killed,0
atmospheric moisture,base flood,0
atmospheric moisture,base flood elevation,0
atmospheric moisture,flash flood,0
atmospheric moisture,flooded homes,0
atmospheric moisture,flooded cars,0
atmospheric moisture,flood classification,0
atmospheric moisture,flood crest,0
atmospheric moisture,flood depth,0
atmospheric moisture,flood elevation,0
atmospheric moisture,flood elevation study,0
atmospheric moisture,flood hazard level,0
atmospheric moisture,flood insurance rate map,0
atmospheric moisture,flood insurance study,0
atmospheric moisture,flood mitigation assistance,0
atmospheric moisture,flood of record,0
atmospheric moisture,floodplain,0
atmospheric moisture,floodplain fill,0
atmospheric moisture,flood-proofing,0
atmospheric moisture,flood stage,0
atmospheric moisture,floodway,0
atmospheric moisture,atmospheric moisture,0
atmospheric moisture,climate change,0
atmospheric moisture,crest,0
atmospheric moisture,downpours,0
atmospheric moisture,extreme rainfall,0
atmospheric moisture,global warming,0
atmospheric moisture,intense rainfall,0
atmospheric moisture,precipitation,0
atmospheric moisture,moisture,0
atmospheric moisture,natural disaster,0
atmospheric moisture,noaa,0
atmospheric moisture,rain,0
atmospheric moisture,rainfall,0
atmospheric moisture,river,0
atmospheric moisture,sea levels,0
atmospheric moisture,special flood hazard area,0
atmospheric moisture,storm,0
atmospheric moisture,storm intensity,0
atmospheric moisture,swamped,0
atmospheric moisture,thunder storm,0
atmospheric moisture,torrential rain,0
atmospheric moisture,weather,0
atmospheric moisture,wet,0
atmospheric moisture,wetter,0
climate change,alarm,0
climate change,action plan,0
climate change,active resources,0
climate change,effect,0
climate change,affected area,0
climate change,agency,0
climate change,agency dispatch,0
climate change,agency executive,0
climate change,agency administrator,0
climate change,after action report,0
climate change,after action review,0
climate change,alert level,0
climate change,allocated resources,0
climate change,assigned resources,0
climate change,available resources,0
climate change,contingency plan,0
climate change,death,0
climate change,devastation,0
climate change,devastating,0
climate change,died,0
climate change,disaster,0
climate change,disasters,0
climate change,extreme,0
climate change,hazard,0
climate change,killed,0
climate change,base flood,0
climate change,base flood elevation,0
climate change,flash flood,0
climate change,flooded homes,0
climate change,flooded cars,0
climate change,flood classification,0
climate change,flood crest,0
climate change,flood depth,0
climate change,flood elevation,0
climate change,flood elevation study,0
climate change,flood hazard level,0
climate change,flood insurance rate map,0
climate change,flood insurance study,0
climate change,flood mitigation assistance,0
climate change,flood of record,0
climate change,floodplain,0
climate change,floodplain fill,0
climate change,flood-proofing,0
climate change,flood stage,0
climate change,floodway,0
climate change,atmospheric moisture,0
climate change,climate change,0
climate change,crest,0
climate change,downpours,0
climate change,extreme rainfall,0
climate change,global warming,0
climate change,intense rainfall,0
climate change,precipitation,0
climate change,moisture,0
climate change,natural disaster,0
climate change,noaa,0
climate change,rain,0
climate change,rainfall,0
climate change,river,0
climate change,sea levels,0
climate change,special flood hazard area,0
climate change,storm,0
climate change,storm intensity,0
climate change,swamped,0
climate change,thunder storm,0
climate change,torrential rain,0
climate change,weather,0
climate change,wet,0
climate change,wetter,0
crest,alarm,0
crest,action plan,0
crest,active resources,0
crest,effect,0
crest,affected area,0
crest,agency,0
crest,agency dispatch,0
crest,agency executive,0
crest,agency administrator,0
crest,after action report,0
crest,after action review,0
crest,alert level,0
crest,allocated resources,0
crest,assigned resources,0
crest,available resources,0
crest,contingency plan,0
crest,death,0
crest,devastation,0
crest,devastating,0
crest,died,0
crest,disaster,0
crest,disasters,0
crest,extreme,0
crest,hazard,0
crest,killed,0
crest,base flood,0
crest,base flood elevation,0
crest,flash flood,0
crest,flooded homes,0
crest,flooded cars,0
crest,flood classification,0
crest,flood crest,0
crest,flood depth,0
crest,flood elevation,0
crest,flood elevation study,0
crest,flood hazard level,0
crest,flood insurance rate map,0
crest,flood insurance study,0
crest,flood mitigation assistance,0
crest,flood of record,0
crest,floodplain,0
crest,floodplain fill,0
crest,flood-proofing,0
crest,flood stage,0
crest,floodway,0
crest,atmospheric moisture,0
crest,climate change,0
crest,crest,0
crest,downpours,0
crest,extreme rainfall,0
crest,global warming,0
crest,intense rainfall,0
crest,precipitation,0
crest,moisture,0
crest,natural disaster,0
crest,noaa,0
crest,rain,0
crest,rainfall,0
crest,river,0
crest,sea levels,0
crest,special flood hazard area,0
crest,storm,0
crest,storm intensity,0
crest,swamped,0
crest,thunder storm,0
crest,torrential rain,0
crest,weather,0
crest,wet,0
crest,wetter,0
downpours,alarm,0
downpours,action plan,0
downpours,active resources,0
downpours,effect,0
downpours,affected area,0
downpours,agency,2
downpours,agency dispatch,0
downpours,agency executive,0
downpours,agency administrator,0
downpours,after action report,0
downpours,after action review,0
downpours,alert level,0
downpours,allocated resources,0
downpours,assigned resources,0
downpours,available resources,0
downpours,contingency plan,0
downpours,death,0
downpours,devastation,0
downpours,devastating,0
downpours,died,0
downpours,disaster,0
downpours,disasters,0
downpours,extreme,0
downpours,hazard,0
downpours,killed,0
downpours,base flood,0
downpours,base flood elevation,0
downpours,flash flood,0
downpours,flooded homes,0
downpours,flooded cars,0
downpours,flood classification,0
downpours,flood crest,0
downpours,flood depth,0
downpours,flood elevation,0
downpours,flood elevation study,0
downpours,flood hazard level,0
downpours,flood insurance rate map,0
downpours,flood insurance study,0
downpours,flood mitigation assistance,0
downpours,flood of record,0
downpours,floodplain,0
downpours,floodplain fill,0
downpours,flood-proofing,0
downpours,flood stage,0
downpours,floodway,0
downpours,atmospheric moisture,0
downpours,climate change,0
downpours,crest,0
downpours,downpours,0
downpours,extreme rainfall,0
downpours,global warming,0
downpours,intense rainfall,0
downpours,precipitation,0
downpours,moisture,0
downpours,natural disaster,0
downpours,noaa,0
downpours,rain,1
downpours,rainfall,0
downpours,river,1
downpours,sea levels,0
downpours,special flood hazard area,0
downpours,storm,2
downpours,storm intensity,0
downpours,swamped,0
downpours,thunder storm,0
downpours,torrential rain,0
downpours,weather,1
downpours,wet,1
downpours,wetter,0
extreme rainfall,alarm,0
extreme rainfall,action plan,0
extreme rainfall,active resources,0
extreme rainfall,effect,0
extreme rainfall,affected area,0
extreme rainfall,agency,0
extreme rainfall,agency dispatch,0
extreme rainfall,agency executive,0
extreme rainfall,agency administrator,0
extreme rainfall,after action report,0
extreme rainfall,after action review,0
extreme rainfall,alert level,0
extreme rainfall,allocated resources,0
extreme rainfall,assigned resources,0
extreme rainfall,available resources,0
extreme rainfall,contingency plan,0
extreme rainfall,death,0
extreme rainfall,devastation,0
extreme rainfall,devastating,0
extreme rainfall,died,0
extreme rainfall,disaster,0
extreme rainfall,disasters,0
extreme rainfall,extreme,0
extreme rainfall,hazard,0
extreme rainfall,killed,0
extreme rainfall,base flood,0
extreme rainfall,base flood elevation,0
extreme rainfall,flash flood,0
extreme rainfall,flooded homes,0
extreme rainfall,flooded cars,0
extreme rainfall,flood classification,0
extreme rainfall,flood crest,0
extreme rainfall,flood depth,0
extreme rainfall,flood elevation,0
extreme rainfall,flood elevation study,0
extreme rainfall,flood hazard level,0
extreme rainfall,flood insurance rate map,0
extreme rainfall,flood insurance study,0
extreme rainfall,flood mitigation assistance,0
extreme rainfall,flood of record,0
extreme rainfall,floodplain,0
extreme rainfall,floodplain fill,0
extreme rainfall,flood-proofing,0
extreme rainfall,flood stage,0
extreme rainfall,floodway,0
extreme rainfall,atmospheric moisture,0
extreme rainfall,climate change,0
extreme rainfall,crest,0
extreme rainfall,downpours,0
extreme rainfall,extreme rainfall,0
extreme rainfall,global warming,0
extreme rainfall,intense rainfall,0
extreme rainfall,precipitation,0
extreme rainfall,moisture,0
extreme rainfall,natural disaster,0
extreme rainfall,noaa,0
extreme rainfall,rain,0
extreme rainfall,rainfall,0
extreme rainfall,river,0
extreme rainfall,sea levels,0
extreme rainfall,special flood hazard area,0
extreme rainfall,storm,0
extreme rainfall,storm intensity,0
extreme rainfall,swamped,0
extreme rainfall,thunder storm,0
extreme rainfall,torrential rain,0
extreme rainfall,weather,0
extreme rainfall,wet,0
extreme rainfall,wetter,0
global warming,alarm,0
global warming,action plan,0
global warming,active resources,0
global warming,effect,0
global warming,affected area,0
global warming,agency,0
global warming,agency dispatch,0
global warming,agency executive,0
global warming,agency administrator,0
global warming,after action report,0
global warming,after action review,0
global warming,alert level,0
global warming,allocated resources,0
global warming,assigned resources,0
global warming,available resources,0
global warming,contingency plan,0
global warming,death,0
global warming,devastation,0
global warming,devastating,0
global warming,died,0
global warming,disaster,0
global warming,disasters,0
global warming,extreme,0
global warming,hazard,0
global warming,killed,0
global warming,base flood,0
global warming,base flood elevation,0
global warming,flash flood,0
global warming,flooded homes,0
